109,In UX We Trust: Investigation of Aesthetics and Usability of Driver-Vehicle Interfaces and Their Impact on the Perception of Automated Driving,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Boisdale 1,Anna-Katharina Frison  Technische Hochschule Ingolstadt & Johannes Kepler University Philipp Wintersberger  Technische Hochschule Ingolstadt & Johannes Kepler University Andreas Riener  Technische Hochschule Ingolstadt Clemens Schartmüller  Technische Hochschule Ingolstadt & Johannes Kepler University Linda Ng Boyle  University of Washington Erika Miller  Colorado State University Klemens Weigl  Katholic University of Eichstätt-Ingolstadt & Technische Hochschule Ingolstadt,In the evolution of technical systems  freedom from error and early adoption plays a major role for market success and to maintain competitiveness. In the case of automated driving  we see that faulty systems are put into operation and users trust these systems  often without any restrictions. Trust and use are often associated with users' experience of the driver-vehicle interfaces and interior design. In this work  we present the results of our investigations on factors that influence the perception of automated driving. In a simulator study  N=48 participants had to drive a SAE level 2 vehicle with either perfect or faulty driving function. As a secondary activity  participants had to solve tasks on an infotainment system with varying aesthetics and usability (2x2). Results reveal that the interaction of conditions significantly influences trust and UX of the vehicle system. Our conclusion is that all aspects of vehicle design cumulate to system and trust perception.
110,PicMe: Interactive Visual Guidance for Taking Requested Photo Composition,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Boisdale 1,Minju Kim  Korea Advanced Institute of Science and Technology Jungjin Lee  KAI Inc.,PicMe is a mobile application that provides interactive on-screen guidance that helps the user take pictures of a composition that another person requires. Once the requester captures a picture of the desired composition and delivers it to the user (photographer)  a 2.5D guidance system  called the virtual frame  guides the user in real-time by showing a three-dimensional composition of the target image (i.e.  size and shape). In addition  according to the matching accuracy rate  we provide a small-sized target image in an inset window as feedback and edge visualization for further alignment of the detail elements. We implemented PicMe to work fully in mobile environments. We then conducted a preliminary user study to evaluate the effectiveness of PicMe compared to traditional 2D guidance methods. The results show that PicMe helps users reach their target images more accurately and quickly by giving participants more confidence in their tasks.
111,How to Design Voice Based Navigation for How-To Videos,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Boisdale 2,Minsuk Chang  Korea Advanced Institute of Science and Technology Anh Truong  Adobe Research Oliver Wang  Adobe Research Maneesh Agrawala  Stanford University Juho Kim  Korea Advanced Institute of Science and Technology,When watching how-to videos related to physical tasks  users' hands are often occupied by the task  making voice input a natural fit. To better understand the design space of voice interactions for how-to video navigation  we conducted three think-aloud studies using: 1) a traditional video interface  2) a research probe providing a voice controlled video interface  and 3) a wizard-of-oz interface. From the studies  we distill seven navigation objectives and their underlying intents: pace control pause  content alignment pause  video control pause  reference jump  replay jump  skip jump  and peek jump. Our analysis found that users' navigation objectives and intents affect the choice of referent type and referencing approach in command utterances. Based on our findings  we recommend to 1) support conversational strategies like sequence expansions and command queues  2) allow users to identify and refine their navigation objectives explicitly  and 3) support the seven interaction intents.
112,B-Script: Transcript-based B-roll Video Editing with Recommendations,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Boisdale 2,Bernd Huber  Harvard University Hijung Valentina Shin  Adobe Research Bryan Russell  Adobe Research Oliver Wang  Adobe Research Gautham J. Mysore  Adobe Research,In video production  inserting B-roll is a widely used technique to enrich the story and make a video more engaging. However  determining the right content and positions of B-roll and actually inserting it within the main footage can be challenging  and novice producers often struggle to get both timing and content right. We present B-Script  a system that supports B-roll video editing via interactive transcripts. B-Script has a built-in recommendation system trained on expert-annotated data  recommending users B-roll position and content. To evaluate the system  we conducted a within-subject user study with 110 participants  and compared three interface variations: a timeline-based editor  a transcript-based editor  and a transcript-based editor with recommendations. Users found it easier and were faster to insert B-roll using the transcript-based interface  and they created more engaging videos when recommendations were provided.
113,TutoriVR: A Video-Based Tutorial System for Design Applications in Virtual Reality,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Boisdale 2,Balasaravanan Thoravi Kumaravel  University of California  Berkeley Cuong Nguyen  Adobe Research Stephen DiVerdi  Adobe Research Björn Hartmann  University of California  Berkeley,Virtual Reality painting is a form of 3D-painting done in a Virtual Reality (VR) space. Being a relatively new kind of art form  there is a growing interest within the creative practices community to learn it. Currently  most users learn using community posted 2D-videos on the internet  which are a screencast recording of the painting process by an instructor. While such an approach may suffice for teaching 2D-software tools  these videos by themselves fail in delivering crucial details that required by the user to understand actions in a VR space. We conduct a formative study to identify challenges faced by users in learning to VR-paint using such video-based tutorials. Informed by results of this study  we develop a VR-embedded tutorial system that supplements video tutorials with 3D and contextual aids directly in the user's VR environment. An exploratory evaluation showed users were positive about the system and were able to use the proposed system to recreate painting tasks in VR.
114,Interactive Body-Driven Graphics for Augmented Video Performance,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Boisdale 2,Nazmus Saquib  Massachusetts Institute of Technology Rubaiat Habib Kazi  Adobe Research Li-Yi Wei  Adobe Research Wilmot Li  Adobe,We present a system that augments live presentation videos with interactive graphics to create a powerful and expressive storytelling environment. Using our system  the presenter interacts with the graphical elements in real-time with gestures and postures  thus leveraging our innate  everyday skills to enhance our communication capabilities with the audience. However  crafting such an interactive and expressive performance typically requires programming  or highly-specialized tools tailored for experts. Our core contribution is a flexible  direct manipulation UI which enables amateurs and experts to craft such presentations beforehand by mapping a variety of body movements to a wide range of graphical manipulations. By simplifying the mapping between gestures  postures  and their corresponding output effects  our UI enables users to craft customized  rich interactions with the graphical elements. Our user study demonstrates the potential usage and unique affordance of this mixed-reality medium for storytelling and presentation across a range of application domains.
115,Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 1,Tabby Davies  University of Bath Simon L. Jones  University of Bath Ryan M. Kelly  The University of Melbourne,Chronic Fatigue Syndrome (CFS) is a debilitating medical condition that is characterized by a range of physical  cognitive and social impairments. This paper investigates CFS patients' perspectives on the potential for technological support for self-management of their symptoms. We report findings from three studies in which people living with CFS 1) prioritized symptoms that they would like technologies to address  2) articulated their current approaches to self-management alongside challenges they face  and 3) reflected on their experiences with three commercial smartphone apps related to symptom management. We contribute an understanding of the specific needs of the ME/CFS population and the ways in which they currently engage in self-management using technology. The paper ends by describing five high-level design recommendations for ME/CFS self-management technologies.
116,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 1,Eleanor R. Burgess  Northwestern University Madhu C. Reddy  Northwestern University Andrew Davenport  Royal Free Hospital Paul Laboi  York Teaching Hospital NHS Foundation Trust Ann Blandford  University College London,People diagnosed with a chronic health condition have many information needs which healthcare providers  patient groups  and resource designers seek to support. However  as a disease progresses  knowing when  how  and for what purposes patients want to interact with and construct personal meaning from health-related information is still unclear. This paper presents findings regarding the information work of chronic kidney disease patients. We conducted semi-structured interviews with 13 patients and 6 clinicians  and observations at 9 patient group events. We used the stages of the information journey – recognizing need  seeking  interpreting  and using information – to frame our data analysis. We identified two distinct but often overlapping information work phases  'Learning' and 'Living With' a chronic condition to show how patient information work activities shift over time. We also describe social and individual factors influencing information work  and discuss technology design opportunities including customized education and collaboration tools.
117,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 1,Andrew B. L. Berry  University of Washington Catherine Y. Lim  Kaiser Permanente Washington Health Research Institute Tad Hirsch  Northeastern University Andrea L. Hartzler  University of Washington Linda M. Kiel  Kaiser Permanente Washington Health Research Institute Zoë A. Bermet  Kaiser Permanente Washington Health Research Institute James D. Ralston  Kaiser Permanente Washington Health Research Institute,People with multiple chronic conditions (MCC) often disagree with healthcare providers on priorities for care  leading to worse health outcomes. To align priorities  there is a need to support patient-provider communication about what patients consider important for their well-being and health (i.e.  their personal values). To address barriers to communication about values  we conducted a two-part study with key stakeholders in MCC care: patients  informal caregivers  and providers. In Part I  co-design activities generated seven dimensions that characterize stakeholders' diverse ideas for supporting communication about values: explicitness  effort  disclosure  guidance  intimacy  scale  and synchrony. In Part II  we used the dimensions to generate three design concepts and presented them in focus groups to further scrutinize findings from Part I. Based on these findings we outline directions for research and design to improve patient-provider communication about patients' personal values.
118,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 1,Catherine Y. Lim  Kaiser Permanente Washington Health Research Institute Andrew B. L. Berry  University of Washington Andrea L. Hartzler  University of Washington Tad Hirsch  Northeastern University David S. Carrell  Kaiser Permanente Washington Health Research Institute Zoë A. Bermet  Kaiser Permanente Washington Health Research Institute James D. Ralston  Kaiser Permanente Washington Health Research Institute,Individuals with multiple chronic conditions (MCC) experience the overwhelming burden of treating MCC and frequently disagree with their providers on priorities for care. Aligning self-care with patients' values may improve healthcare for these patients. However  patients' values are not routinely discussed in clinical conversations and patients may not actively share this information with providers. In a qualitative field study  we interviewed 15 patients in their homes to investigate techniques that encourage patients to articulate values  self-care  and how they relate. Study activities facilitated self-reflection on values and self-care and produced varying responses  including: raising consciousness  evolving perspectives  identifying misalignments  and considering changes. We discuss how our findings extend prior work on supporting reflection in HCI and inform the design of tools for improving care for people with MCC.
119,The Continued Prevalence of Dichotomous Inferences at CHI,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 2,Lonni Besançon  Linköping University Pierre Dragicevic  Inria,Dichotomous inference is the classification of statistical evidence as either sufficient or insufficient. It is most commonly done through null hypothesis significance testing (NHST). Although predominant  dichotomous inferences have proven to cause countless problems. Thus  an increasing number of methodologists have been urging researchers to recognize the continuous nature of statistical evidence and to ban dichotomous inferences. We wanted to see whether they have had any influence on CHI. Our analysis of CHI proceedings from the past nine years suggests that they have not.
120,How we Guide  Write  and Cite at CHI,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 2,Henning Pohl  University of Copenhagen Aske Mottelson  University of Copenhagen,There are many opinions on how to write an influential CHI paper  ranging from writing in an active voice to including colons in the title. However  little is known about how we actually write  and how writing influences impact. We conducted quantitative analyses of the full text of all 6578 CHI papers published since 1982 to investigate. We looked at readability  titles  novelty  and name-dropping and related these measures to the papers' citation count; overall and for different subcommittees. We found that CHI papers are more readable than papers from other fields. Furthermore  readability  title length  and novelty markers all influence citation counts.
121,We Did It Right  But It Was Still Wrong: Toward Assets-Based Design,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 2,Lucy Pei  University of California  Irvine Bonnie Nardi  University of California  Irvine,"HCI interventions often fall short of delivering lasting impact in resource-constrained contexts. We reflect on a project where we followed the ""right"" steps of needs-based  human-centered design  yet failed to deliver impact to the community. We introduce a framework that evaluates an intervention's potential for sustainable impact by maximizing use of assets in the community and minimizing novelty. We propose assets-based design as an approach that starts with what a community has  leveraging those assets in a design  as opposed to a needs-based approach that focuses on adding what a community lacks."
122,Bringing Shades of Feminism to Human-Centered Computing,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Carron 2,Manasee Narvilkar  Georgia Institute of Technology Josiah Mangiameli  Georgia Institute of Technology Adriana Alvarado Garcia  Georgia Institute of Technology Azra Ismail  Georgia Institute of Technology Daniel Schiff  Georgia Institute of Technology Danielle Schechter  Georgia Institute of Technology Jordan Chen  Georgia Institute of Technology Karthik Bhat  Georgia Institute of Technology Marisol Wong-Villacres  Georgia Institute of Technology Anusha Vasudeva  Georgia Institute of Technology Aparna Ramesh  Georgia Institute of Technology Michaelanne Dye  Georgia Institute of Technology Naveena Karusala  University of Washington Pragati Singh  Georgia Institute of Technology Savanthi Murthy  Georgia Institute of Technology Shubhangi Gupta  Georgia Institute of Technology Udaya Lakshmi  Georgia Institute of Technology Neha Kumar  Georgia Institute of Technology,This consolidation of 18 stories from students and researchers of human-centered computing (HCC) represent some of the diverse shades of feminism that are present in our field. These stories  our stories  reflect how we see the world and why  also articulating the change we wish to bring.
123,Sketching in HCI: Hands-on Course of Sketching Techniques,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Castle 1 CROWNE,Makayla Lewis  Brunel University London Miriam Sturdee  University of Calgary Nicolai Marquardt  University College London,Freehand sketching is a valuable process  input  output  and tool  often used by people to communicate and express ideas  as well as document  explore and describe concepts between researcher  user  or client. Sketches are fast  easy to create  and – by varying their fidelity – can be used in all areas of HCI. Sketching in HCI will explore and demonstrate themes around sketching in HCI with the aim of producing tangible outputs. Attendees will leave the course with the confidence to engage actively with sketching on an everyday basis in their research practice.
124,How to Write CHI Papers (Third Edition),Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Castle 2 CROWNE,Lennart E. Nacke  University of Waterloo,We base everything that we do as researchers on what we write. Primarily for graduate students and young researchers  it is hard to turn a research project into a successful CHI publication. This struggle continues for postdocs and young professors trying to author excellent reviews for the CHI community that pinpoint flaws and improvements in research papers. This third edition of the successful CHI paper writing course offers hands-on advice and more in-depth tutorials on how to write papers with clarity  substance  and style. It is structured into three 80-minute units with a focus on writing CHI papers.
125,Making with Fabric: Foundations of Soft Goods and E-Textiles Fabrication,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Castle 3 CROWNE,Lucy E. Dunne  University of Minnesota,Wearable technologies afford more pervasive access to the human user: higher bandwidth for communication in multiple modalities  and better context-awareness through sensing the user's body and environment. However  stand-alone devices like wristbands and clip-ons are limited in the body areas they can simultaneously access. Clothing and textiles provide a useful platform for distributed systems  but present unique challenges in design and fabrication. This course provides an introduction to the tools  methods  and techniques of designing and fabricating with soft goods  including patternmaking and construction techniques for different material types at multiple scales  and e-textile methods and materials.
126,Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Clyde Auditorium,Maria Tomprou  Carnegie Mellon University Laura Dabbish  Carnegie Mellon University Robert E. Kraut  Carnegie Mellon University Fannie Liu  Carnegie Mellon University,Although people frequently seek mentoring or advice for their career  most mentoring is performed in person. Little research has examined the nature and quality of career mentoring online. To address this gap  we study how people use online Q&A forums for career advice. We develop a taxonomy of career advice requests based on a qualitative analysis of posts in a career-related online forum  identifying three key types: best practices  career threats  and time-sensitive requests. Our quantitative analysis of responses shows that both requesters and external viewers value general information  encouragement  and guidance  but not role modeling. We found no relation between the type of requests and features of responses  nor differences in responses valued by requesters versus external viewers. We present design recommendations for supporting online career advice exchange.
127,What Happens After Disclosing Stigmatized Experiences on Identified Social Media: Individual  Dyadic  and Social/Network Outcomes,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Clyde Auditorium,Nazanin Andalibi  University of Michigan,Disclosing stigmatized experiences or identity facets on identified social media (e.g.  Facebook) can be risky  inhibited  yet beneficial for the discloser. I investigate such disclosures' outcomes when they do happen on identified social media as perceived by the individuals who perform them. I draw on interviews with women who have experienced pregnancy loss and are social media users in the U.S. I document outcomes at the social/network  individual  and dyad levels. I highlight the powerful role of connecting with others with a similar experience within networks of known ties  how disclosures lead to relationship changes  how disclosers take on new social roles as mentors and support sources  and how helpful connections following disclosures originate from various kinds of ties via diverse communication channels. I emphasize reciprocal disclosures as an outcome contributing to further outcomes (e.g.  destigmatizing pregnancy loss). I provide design implications related to facilitating being a support source and mentor  helpful reciprocal disclosures  and finding similar others within networks of known ties.
128,Communication Breakdowns Between Families and Alexa,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Clyde Auditorium,Erin Beneteau  University of Washington Olivia K. Richards  Pennsylvania State University Mingrui Zhang  University of Washington Julie A. Kientz  University of Washington Jason C. Yip  University of Washington Alexis Hiniker  University of Washington,We investigate how families repair communication breakdowns with digital home assistants. We recruited 10 diverse families to use an Amazon Echo Dot in their homes for four weeks. All families had at least one child between four and 17 years old. Each family participated in pre- and post- deployment interviews. Their interactions with the Echo Dot (Alexa) were audio recorded throughout the study. We analyzed 59 communication breakdown interactions between family members and Alexa  framing our analysis with concepts from HCI and speech-language pathology. Our findings indicate that family members collaborate using discourse scaffolding (supportive communication guidance) and a variety of speech and language modifications in their attempts to repair communication breakdowns with Alexa. Alexa's responses also influence the repair strategies that families use. Designers can relieve the communication repair burden that primarily rests with families by increasing digital home assistants' abilities to collaborate together with users to repair communication breakdowns.
129,Nurturing Constructive Disagreement - Agonistic Design with Neurodiverse Children,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Clyde Auditorium,Christopher Frauenberger  TU Wien Katta Spiel  TU Wien Laura Scheepmaker  TU Wien Irene Posch  TU Wien,Participatory design (PD) with heterogeneous groups poses particular challenges  requiring spaces in which different agendas or visions can be negotiated. In this paper we report on our PD work with two groups of neurodiverse children to design technologies that support co-located  social play. The heterogeneity in the groups in terms of abilities  conceptions of play  motivations to be involved and individual preferences has challenged us to think of the design process and its outcomes as spaces for continuous negotiation. Drawing on the notion of agonistic PD  we sought not to necessarily reconcile all views  but foster constructive disagreement as a resource for and possible outcome of design. Using our project work as a case study  we report on controversies  big and small  and how they manifested themselves in the processes and outcomes. Reflecting on our experiences  we discuss possible implications on the notion of democratising technology innovation.
130,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 1,Pei-Yi Kuo  University of Michigan & National Tsing Hua University Rajiv Saran  University of Michigan Marissa Argentina  National Kidney Foundation Michael Heung  University of Michigan Jennifer L. Bragg-Gresham  University of Michigan Dinesh Chatoth  Fresenius Medical Care North America Brenda Gillespie  University of Michigan Sarah Krein  University of Michigan Medical School & Veteran's Health Administration Rebecca Wingard  Fresenius Medical Care North America Kai Zheng  University of California  Irvine Tiffany C. Veinot  University of Michigan,"Hemodialysis is life-saving therapy for end-stage renal disease; yet  20% of hemodialysis sessions are complicated by intradialytic hypotension (""IDH""). There is a need for approaches to preventing IDH that account for their implementation contexts. Using Activity Theory  we outline the design of a digital diagnostic checklist to identify patients at risk of IDH. Checklists were chosen a priori as an outcome due to prior evidence of effectiveness. Drawing on individual interviews with 20 clinicians and three focus groups with 17 patients  we describe four activity systems within hemodialysis care. We then outline a novel design process that includes co-design activities with clinicians  and four rapid-cycle iterations that progressively incorporated activity system elements into checklist design. We contribute a new type of checklist design to HCI: one that supports diagnostic thinking rather than consistent task completion. We further broaden checklist design by including a formal role for patients in checklist completion."
131,Comparing the Effects of Paper and Digital Checklists on Team Performance in Time-Critical Work,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 1,Leah Kulp  Drexel University Aleksandra Sarcevic  Drexel University Megan Cheng  Children's National Medical Center Yinan Zheng  Children's National Medical Center Randall S. Burd  Children's National Medical Center,This mixed-methods study examines the effects of a tablet-based checklist system on team performance during a dynamic and safety-critical process of trauma resuscitation. We compared team performance from 47 resuscitations that used a paper checklist to that from 47 cases with a digital checklist to determine if digitizing a checklist led to improvements in task completion rates and in how fast the tasks were initiated for 18 most critical assessment and treatment tasks. We also compared if the checklist compliance increased with the digital design. We found that using the digital checklist led to more frequent completions of the initial airway assessment task but fewer completions of ear and lower extremities exams. We did not observe any significant differences in time to task performance  but found increased compliance with the checklist. Although improvements in team performance with the digital checklist were minor  our findings are important because they showed no adverse effects as a result of the digital checklist introduction. We conclude by discussing the takeaways and implications of these results for effective digitization of medical work.
132,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 1,Tobias Grundgeiger  Julius-Maximilians-University Stephan Huber  Julius-Maximilians-University Daniel Reinhardt  Julius-Maximilians-University Andreas Steinisch  University Hospital of Würzburg Oliver Happel  University Hospital of Würzburg Thomas Wurmb  University Hospital of Würzburg,Cognitive aids – artefacts that support a user in the completion of a task at the time – have raised great interest to support healthcare staff during medical emergencies. However  the mechanisms of how cognitive aids support or affect staff remain understudied. We describe the iterative development of a tablet-based cognitive aid application to support in-hospital resuscitation team leaders. We report a summative evaluation of two different versions of the application. Finally  we outline the limitations of current explanations of how cognitive aids work and suggest an approach based on embodied cognition. We discuss how cognitive aids alter the task of the team leader (distributed cognition)  the importance of the present team situation (socially situated)  and the result of the interaction between mind and environment (sensorimotor coupling). Understanding and considering the implications of introducing cognitive aids may help to increase acceptance and effectiveness of cognitive aids and eventually improve patient safety.
133,Human-Centered Tools for Coping with Imperfect Algorithms During Medical Decision-Making,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 1,Carrie J. Cai  Google Brain Emily Reif  Google Brain Narayan Hegde  Google Brain Jason Hipp  Google Brain Been Kim  Google Brain Daniel Smilkov  Google Brain Martin Wattenberg  Google Brain Fernanda Viegas  Google Brain Greg S. Corrado  Google Brain Martin C. Stumpe  Google Brain Michael Terry  Google Brain,Machine learning (ML) is increasingly being used in image retrieval systems for medical decision making. One application of ML is to retrieve visually similar medical images from past patients (e.g. tissue from biopsies) to reference when making a medical decision with a new patient. However  no algorithm can perfectly capture an expert's ideal notion of similarity for every case: an image that is algorithmically determined to be similar may not be medically relevant to a doctor's specific diagnostic needs. In this paper  we identified the needs of pathologists when searching for similar images retrieved using a deep learning algorithm  and developed tools that empower users to cope with the search algorithm on-the-fly  communicating what types of similarity are most important at different moments in time. In two evaluations with pathologists  we found that these tools increased the diagnostic utility of images found and increased user trust in the algorithm. The tools were preferred over a traditional interface  without a loss in diagnostic accuracy. We also observed that users adopted new strategies when using refinement tools  re-purposing them to test and understand the underlying algorithm and to disambiguate ML errors from their own errors. Taken together  these findings inform future human-ML collaborative systems for expert decision-making.
134,(Re-)Framing Menopause Experiences for HCI and Design,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 2,Jeffrey Bardzell  Indiana University Shaowen Bardzell  Indiana University Amanda Lazar  University of Maryland  College Park Norman Makoto Su  Indiana University,Informed by considerations from medicine and wellness research  experience design  investigations of new and emerging technologies  and sociopolitical critique  HCI researchers have demonstrated that women's health is a complex and rich topic. Turning these research outputs into productive interventions  however  is difficult. We argue that design is well positioned to address such a challenge thanks to its methodological traditions of problem setting and framing situated in synthetic (rather than analytic) knowledge production. In this paper  we focus on designing for experiences of menopause. Building on our prior empirical work on menopause and our commitment to pursue design informed by women's lived experience  we iteratively generated dozens of design frames and accompanying design crits. We document the unfolding of our design reasoning  showing how good-seeming insights nonetheless often lead to bad designs  while working progressively towards stronger insights and design constructs. The latter we offer as a contribution to researchers and practitioners who work at the intersections of women's health and design.
135,Parting the Red Sea: Sociotechnical Systems and Lived Experiences of Menopause,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 2,Amanda Lazar  University of Maryland  College Park Norman Makoto Su  Indiana University Jeffrey Bardzell  Indiana University Shaowen Bardzell  Indiana University,Menopause is a major life change affecting roughly half of the population  resulting in physiological  emotional  and social changes. To understand experiences with menopause holistically  we conducted a study of a subreddit forum. The project was informed by feminist social science methodologies  which center knowledge production on women's lived experiences. Our central finding is that the lived experience of menopause is social: menopause is less about bodily experiences by themselves and more about how experiences with the body become meaningful over time in the social context. We find that gendered marginalization shapes diverse social relationships  leading to widespread feelings of alienation and negative transformation — often expressed in semantically dense figurative language. Research and design can accordingly address menopause not only as a women's health concern  but also as a matter of facilitating social support and a social justice issue.
136,Notjustgirls: Exploring Male-related Eating Disordered Content across Social Media Platforms,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 2,Jessica A. Pater  Parkview Research Center & Georgia Institute of Technology Lauren E. Reining  Parkview Research Center Andrew D. Miller  Indiana University Purdue University Indianapolis (IUPUI) Tammy Toscos  Parkview Research Center Elizabeth D. Mynatt  Georgia Institute of Technology,Eating disorders (EDs) are a worldwide public health concern that impact approximately 10% of the U.S. population. Our previous research characterized these behaviors across online spaces. These characterizations have used clinical terminology  and their lexical variants  to identify ED content online. However  previous HCI research on EDs (including our own) suffers from a lack of gender and cultural diversity. In this paper  we designed a follow-up study of online ED characterizations  extending our previous methodologies to focus specifically on male/masculine-related content. We highlight the similarities and differences found in the terminology utilized and media archetypes associated with the social media content. Finally  we discuss other considerations highlighted through our analysis of the male-related content that is missing from the previous research.
137,Psychologically Inclusive Design: Cues Impact Women's Participation in STEM Education,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Dochart 2,René F. Kizilcec  Cornell University Andrew J. Saltarelli  Stanford University,Visual and verbal cues can reinforce barriers to access for women in science  technology  engineering  and math (STEM) disciplines. Psychologically inclusive design is an evidence-based approach to reduce psychological barriers by strategically placing content and design cues in the environment. Two large field experiments provide estimates of the behavioral impact of psychologically inclusive cues on women's and men's enrollment behaviors in an online learning environment. First  a gender-inclusive photo and statement in an online advertisement for a STEM course increased the click-through rate among women but not men by 26% (N=209 000). Second  an inclusivity statement with a gender-inclusive course image to the enrollment page raised the proportion of women enrolling in a STEM course by up to 18% (N=63 000). These findings contribute evidence of the behavioral impact of psychologically inclusive design to the literature and yield practical implications for the presentation of STEM opportunities.
138,Speaker preparation room,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Etive,,Preparation room for speakers
139,Crowdworker Economics in the Gig Economy,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Forth,Jason T. Jacques  University of Cambridge Per Ola Kristensson  University of Cambridge,The nature of work is changing. As labor increasingly trends to casual work in the emerging gig economy  understanding the broader economic context is crucial to effective engagement with a contingent workforce. Crowdsourcing represents an early manifestation of this fluid  laisser-faire  on-demand workforce. This work analyzes the results of four large-scale surveys of US-based Amazon Mechanical Turk workers recorded over a six-year period  providing comparable measures to national statistics. Our results show that despite unemployment far higher than national levels  crowdworkers are seeing positive shifts in employment status and household income. Our most recent surveys indicate a trend away from full-time-equivalent crowdwork  coupled with a reduction in estimated poverty levels to below national figures. These trends are indicative of an increasingly flexible workforce  able to maximize their opportunities in a rapidly changing national labor market  which may have material impacts on existing models of crowdworker behavior.
140,Crowdsourcing Multi-label Audio Annotation Tasks with Citizen Scientists,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Forth,Mark Cartwright  New York University Graham Dove  New York University Ana Elisa Méndez Méndez  New York University Juan Pablo Bello  New York University Oded Nov  New York University,Annotating rich audio data is an essential aspect of training and evaluating machine listening systems. We approach this task in the context of temporally-complex urban soundscapes  which require multiple labels to identify overlapping sound sources. Typically this work is crowdsourced  and previous studies have shown that workers can quickly label audio with binary annotation for single classes. However  this approach can be difficult to scale when multiple passes with different focus classes are required to annotate data with multiple labels. In citizen science  where tasks are often image-based  annotation efforts typically label multiple classes simultaneously in a single pass. This paper describes our data collection on the Zooniverse citizen science platform  comparing the efficiencies of different audio annotation strategies. We compared multiple-pass binary annotation  single-pass multi-label annotation  and a hybrid approach: hierarchical multi-pass multi-label annotation. We discuss our findings  which support using multi-label annotation  with reference to volunteer citizen scientists' motivations.
141,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan,Monday  May 06  2019 - 11:00:00,Monday  May 06  2019 12:20,Forth,Anita Chen  Pennsylvania State University Chien Wen (Tina) Yuan  Fu Jen University Ning F. Ma  Pennsylvania State University Chi-Yang Hsu  Pennsylvania State University Benjamin V. Hanrahan  Pennsylvania State University,"Ride-sharing platforms have rapidly spread and disrupted ride hailing markets  resulting in conflicts between ride-sharing and taxi drivers. Taxi drivers claim that their counterparts have unfair advantages in terms of lower prices and a more stable customer base  making it difficult to earn a living. Local government entities have dealt with this disruption and conflict in different ways  often looking towards some form of regulation. While there have been discussions about what the regulation should be  there has been less work looking at what impacts regulations have on ride-sharing drivers and their usage of the platforms. In this paper we present our interview study of ride-sharing drivers in Taiwan  who have gone through three distinct phases of regulation. Drivers felt that regulations legitimized their work  while having to navigate consequences related to regulated access to platforms and fundamental changes to the ""gig'' of ride-sharing."
